subscription_id,account_id,plan_id,start_date,end_date,status,mrr,is_expansion,cancellation_reason,created_at
343,77,3,2025-07-13,2025-12-29,cancelled,299,False,Economic forward poor people rule cultural wish.,2025-11-03 13:00:05.562199
344,83,4,2024-12-23,,active,999,True,,2025-11-03 13:00:05.562199
345,89,3,2025-07-11,,active,299,False,,2025-11-03 13:00:05.562199
346,21,2,2025-07-31,,trial,99,True,,2025-11-03 13:00:05.562199
347,63,2,2025-06-27,,active,99,True,,2025-11-03 13:00:05.562199
348,79,3,2025-09-05,,active,299,True,,2025-11-03 13:00:05.562199
349,9,1,2025-05-01,,active,0,False,,2025-11-03 13:00:05.562199
350,48,3,2025-05-30,,trial,299,True,,2025-11-03 13:00:05.562199
351,1,4,2025-02-22,,active,999,False,,2025-11-03 13:00:05.562199
352,6,3,2025-07-09,,active,299,False,,2025-11-03 13:00:05.562199
353,86,4,2025-04-20,,active,999,False,,2025-11-03 13:00:05.562199
354,27,3,2025-08-09,,active,299,False,,2025-11-03 13:00:05.562199
355,58,4,2025-07-23,,active,999,True,,2025-11-03 13:00:05.562199
356,5,4,2025-04-14,,trial,999,False,,2025-11-03 13:00:05.564216
357,86,2,2025-09-05,,active,99,True,,2025-11-03 13:00:05.564216
358,10,4,2024-12-09,,active,999,True,,2025-11-03 13:00:05.564216
359,17,3,2025-04-13,,active,299,False,,2025-11-03 13:00:05.564216
360,30,1,2024-12-29,,active,0,True,,2025-11-03 13:00:05.564216
361,61,1,2025-09-06,,active,0,True,,2025-11-03 13:00:05.564216
362,50,3,2025-02-16,,active,299,False,,2025-11-03 13:00:05.564216
363,99,4,2025-03-25,,active,999,True,,2025-11-03 13:00:05.564216
364,30,4,2025-09-23,,active,999,True,,2025-11-03 13:00:05.564216
365,17,4,2025-07-19,,active,999,False,,2025-11-03 13:00:05.564216
366,7,3,2024-11-16,,active,299,False,,2025-11-03 13:00:05.564216
367,27,2,2025-05-23,,trial,99,True,,2025-11-03 13:00:05.564216
368,44,2,2025-08-26,,active,99,True,,2025-11-03 13:00:05.564216
369,50,2,2024-11-07,,active,99,False,,2025-11-03 13:00:05.564216
370,26,2,2024-12-19,,active,99,True,,2025-11-03 13:00:05.564216
371,82,4,2025-07-11,2026-04-13,cancelled,999,True,Wait for someone church natural can enter.,2025-11-03 13:00:05.564216
372,99,1,2025-07-02,2025-11-13,churned,0,True,Generation each city color me.,2025-11-03 13:00:05.564216
373,99,4,2025-07-08,,active,999,False,,2025-11-03 13:00:05.564216
374,75,4,2025-01-09,,active,999,True,,2025-11-03 13:00:05.564216
375,66,4,2025-05-28,,active,999,False,,2025-11-03 13:00:05.564216
376,91,2,2024-12-24,,active,99,False,,2025-11-03 13:00:05.564216
377,99,2,2025-06-10,,active,99,False,,2025-11-03 13:00:05.564216
378,5,4,2025-03-12,2025-06-18,churned,999,False,Response such cultural.,2025-11-03 13:00:05.564216
379,21,2,2024-12-18,2025-12-14,churned,99,True,Within mean finally during particularly.,2025-11-03 13:00:05.564216
380,33,1,2024-11-26,,active,0,True,,2025-11-03 13:00:05.564216
381,27,4,2024-12-20,,active,999,False,,2025-11-03 13:00:05.564216
382,31,1,2025-07-07,2026-05-06,churned,0,False,Condition gas kid center bring democratic.,2025-11-03 13:00:05.564216
383,3,3,2025-01-11,2025-07-19,cancelled,299,False,Executive why conference total southern.,2025-11-03 13:00:05.564216
384,59,1,2024-11-14,2025-10-23,churned,0,True,Line hot everyone nor floor change push.,2025-11-03 13:00:05.564216
385,6,2,2024-12-22,,active,99,False,,2025-11-03 13:00:05.564216
386,6,2,2024-12-25,,active,99,True,,2025-11-03 13:00:05.564216
387,14,1,2024-11-02,,active,0,True,,2025-11-03 13:00:05.564216
388,54,2,2024-12-25,,active,99,False,,2025-11-03 13:00:05.564216
389,9,4,2025-03-17,,active,999,True,,2025-11-03 13:00:05.564216
390,18,3,2025-05-28,,active,299,True,,2025-11-03 13:00:05.564216
391,4,2,2025-08-15,,active,99,True,,2025-11-03 13:00:05.564216
392,46,3,2025-03-08,,active,299,False,,2025-11-03 13:00:05.564216
393,94,2,2025-08-05,,active,99,False,,2025-11-03 13:00:05.564216
394,64,3,2025-01-17,2025-03-08,cancelled,299,True,More describe strong who respond wear.,2025-11-03 13:00:05.564216
395,59,2,2025-04-12,,active,99,False,,2025-11-03 13:00:05.564216
396,67,1,2025-05-11,,active,0,False,,2025-11-03 13:00:05.564216
397,12,3,2025-06-06,,active,299,False,,2025-11-03 13:00:05.564216
398,56,3,2024-12-02,,active,299,True,,2025-11-03 13:00:05.564216
399,11,4,2025-07-19,,active,999,True,,2025-11-03 13:00:05.564216
400,68,2,2025-01-01,,active,99,False,,2025-11-03 13:00:05.564216
401,9,4,2025-05-23,,active,999,False,,2025-11-03 13:00:05.564216
402,5,2,2025-08-10,,active,99,False,,2025-11-03 13:00:05.564216
403,81,2,2024-11-20,,active,99,False,,2025-11-03 13:00:05.564216
404,71,1,2024-11-20,2025-11-15,churned,0,False,Ago about from discussion institution.,2025-11-03 13:00:05.564216
405,97,4,2024-11-07,,active,999,True,,2025-11-03 13:00:05.564216
406,81,4,2025-04-18,,active,999,False,,2025-11-03 13:00:05.564216
407,85,3,2025-07-15,,trial,299,False,,2025-11-03 13:00:05.564216
408,58,3,2025-08-13,,active,299,True,,2025-11-03 13:00:05.564216
409,99,1,2025-01-09,,active,0,False,,2025-11-03 13:00:05.564216
410,98,4,2025-01-10,,active,999,False,,2025-11-03 13:00:05.564216
411,81,1,2025-09-25,,active,0,False,,2025-11-03 13:00:05.564216
412,19,1,2025-06-26,,active,0,False,,2025-11-03 13:00:05.564216
413,90,2,2025-09-26,2026-04-30,churned,99,False,Number peace computer entire play prepare.,2025-11-03 13:00:05.564216
414,51,2,2025-04-14,,active,99,True,,2025-11-03 13:00:05.564216
415,41,4,2025-08-20,,active,999,False,,2025-11-03 13:00:05.564216
416,67,1,2025-09-20,,active,0,False,,2025-11-03 13:00:05.564216
417,29,3,2025-07-18,,active,299,True,,2025-11-03 13:00:05.564216
418,44,3,2025-04-26,,active,299,False,,2025-11-03 13:00:05.564216
419,2,3,2024-11-19,,active,299,False,,2025-11-03 13:00:05.564216
420,13,3,2025-09-01,,active,299,False,,2025-11-03 13:00:05.564216
421,94,1,2024-11-08,,active,0,False,,2025-11-03 13:00:05.564216
422,66,2,2025-03-11,2025-05-07,churned,99,False,Prove someone fund peace dark job black.,2025-11-03 13:00:05.564216
423,29,3,2025-06-18,,active,299,True,,2025-11-03 13:00:05.564216
424,16,3,2025-02-01,,active,299,True,,2025-11-03 13:00:05.564216
425,75,2,2025-07-12,,trial,99,False,,2025-11-03 13:00:05.564216
426,86,4,2025-06-02,,active,999,False,,2025-11-03 13:00:05.564216
427,2,4,2025-08-20,,active,999,False,,2025-11-03 13:00:05.564216
428,46,4,2025-01-21,2025-08-30,cancelled,999,False,Board total her it agree.,2025-11-03 13:00:05.564216
429,87,2,2025-10-03,,active,99,True,,2025-11-03 13:00:05.564216
430,43,4,2025-03-11,2025-12-03,cancelled,999,False,Expert sure other they environment become.,2025-11-03 13:00:05.564216
431,14,2,2025-01-15,,active,99,True,,2025-11-03 13:00:05.564216
432,41,2,2025-03-11,,active,99,True,,2025-11-03 13:00:05.564216
433,50,4,2025-06-30,2026-02-21,cancelled,999,True,Task realize among thought message test.,2025-11-03 13:00:05.564216
434,48,3,2025-02-05,,active,299,False,,2025-11-03 13:00:05.564216
435,84,1,2024-11-12,,active,0,True,,2025-11-03 13:00:05.564216
436,13,3,2025-09-05,,active,299,True,,2025-11-03 13:00:05.564216
437,17,3,2025-09-14,,active,299,False,,2025-11-03 13:00:05.564216
438,6,4,2025-05-31,,active,999,False,,2025-11-03 13:00:05.564216
439,45,3,2025-08-02,,active,299,False,,2025-11-03 13:00:05.564216
440,20,1,2024-12-08,2025-07-17,cancelled,0,True,Staff show decision people.,2025-11-03 13:00:05.564216
441,98,1,2025-01-10,,trial,0,False,,2025-11-03 13:00:05.566226
442,99,3,2025-04-27,2025-12-02,churned,299,False,Company reveal change various whom kid beyond.,2025-11-03 13:00:05.566226
443,74,1,2025-02-12,,active,0,True,,2025-11-03 13:00:05.566226
444,56,3,2024-12-15,2025-09-23,cancelled,299,False,Their fish represent nation leave.,2025-11-03 13:00:05.566226
445,2,2,2025-08-29,,trial,99,False,,2025-11-03 13:00:05.566226
446,53,1,2024-12-01,,active,0,False,,2025-11-03 13:00:05.566226
447,51,1,2024-12-27,2025-09-19,churned,0,True,Think can actually bed pull economic quality.,2025-11-03 13:00:05.566226
448,68,2,2025-05-08,2025-07-23,cancelled,99,True,As next hour member.,2025-11-03 13:00:05.566226
449,76,3,2025-07-01,,active,299,True,,2025-11-03 13:00:05.566226
450,94,4,2025-04-29,,active,999,False,,2025-11-03 13:00:05.566226
451,77,2,2025-02-20,,active,99,False,,2025-11-03 13:00:05.566226
452,97,2,2025-04-23,,active,99,False,,2025-11-03 13:00:05.566226
453,16,3,2025-06-03,2025-09-24,churned,299,False,Care language accept air person near kitchen will.,2025-11-03 13:00:05.566226
454,69,1,2025-03-16,,trial,0,False,,2025-11-03 13:00:05.566226
455,10,2,2025-04-03,2025-06-04,cancelled,99,False,Six hand amount place one.,2025-11-03 13:00:05.566226
456,60,1,2025-04-12,,active,0,False,,2025-11-03 13:00:05.566226
457,19,3,2025-04-08,,active,299,False,,2025-11-03 13:00:05.566226
458,44,1,2025-08-20,,active,0,False,,2025-11-03 13:00:05.566226
459,34,1,2025-06-20,2025-09-16,churned,0,False,Southern sometimes hour prevent inside agree reach.,2025-11-03 13:00:05.566226
460,88,1,2025-08-07,,trial,0,False,,2025-11-03 13:00:05.566226
461,4,1,2024-11-03,,active,0,True,,2025-11-03 13:00:05.566226
462,14,1,2025-03-12,,active,0,True,,2025-11-03 13:00:05.566226
463,28,4,2025-04-14,2025-07-01,churned,999,False,Hospital reality free answer face.,2025-11-03 13:00:05.566226
464,44,1,2025-03-16,,trial,0,False,,2025-11-03 13:00:05.566226
465,66,3,2025-07-31,,active,299,True,,2025-11-03 13:00:05.566226
466,45,2,2025-07-02,,active,99,True,,2025-11-03 13:00:05.566226
467,32,3,2025-07-05,,active,299,False,,2025-11-03 13:00:05.566226
468,71,2,2025-02-17,,active,99,False,,2025-11-03 13:00:05.566226
469,81,1,2024-12-23,,trial,0,True,,2025-11-03 13:00:05.566226
470,6,1,2024-12-09,,active,0,False,,2025-11-03 13:00:05.566226
471,41,3,2024-12-13,,active,299,True,,2025-11-03 13:00:05.566226
472,19,2,2025-04-17,,active,99,True,,2025-11-03 13:00:05.566226
473,70,3,2024-12-17,,trial,299,True,,2025-11-03 13:00:05.566226
474,45,2,2025-03-07,,active,99,True,,2025-11-03 13:00:05.566226
475,12,1,2025-09-15,,active,0,True,,2025-11-03 13:00:05.566226
476,61,1,2025-04-06,2026-03-04,churned,0,True,Knowledge challenge challenge section today financial skill.,2025-11-03 13:00:05.566226
477,60,4,2025-07-07,,trial,999,True,,2025-11-03 13:00:05.566226
478,63,1,2025-05-15,,active,0,False,,2025-11-03 13:00:05.566226
479,8,3,2025-03-27,,active,299,True,,2025-11-03 13:00:05.566226
480,5,3,2025-02-17,,active,299,True,,2025-11-03 13:00:05.566226
481,34,2,2025-09-29,2026-03-08,churned,99,True,Speak arrive finish than common who see indeed.,2025-11-03 13:00:05.566226
482,12,2,2025-03-01,,active,99,True,,2025-11-03 13:00:05.566226
483,93,1,2025-01-20,,trial,0,True,,2025-11-03 13:00:05.566226
484,89,1,2025-03-03,,active,0,False,,2025-11-03 13:00:05.566226
485,20,4,2025-08-11,,active,999,True,,2025-11-03 13:00:05.566226
486,91,4,2024-11-03,,active,999,False,,2025-11-03 13:00:05.566226
487,80,2,2025-08-09,,trial,99,False,,2025-11-03 13:00:05.566226
488,88,3,2025-01-12,2025-04-26,cancelled,299,True,On deep site occur speech.,2025-11-03 13:00:05.566226
489,2,1,2025-07-14,2025-10-05,churned,0,True,Space under enter expert town rest.,2025-11-03 13:00:05.566226
490,90,4,2025-02-16,,active,999,True,,2025-11-03 13:00:05.566226
491,73,4,2025-04-26,,active,999,False,,2025-11-03 13:00:05.566226
492,95,4,2024-11-02,,active,999,True,,2025-11-03 13:00:05.566226
493,45,2,2025-04-04,,active,99,True,,2025-11-03 13:00:05.566226
494,23,3,2025-10-01,,active,299,False,,2025-11-03 13:00:05.566226
495,55,2,2025-06-05,,active,99,True,,2025-11-03 13:00:05.566226
496,57,4,2024-12-01,2025-05-16,churned,999,True,New type also pretty.,2025-11-03 13:00:05.566226
497,79,2,2025-08-17,,active,99,False,,2025-11-03 13:00:05.566226
498,31,2,2025-10-01,,active,99,False,,2025-11-03 13:00:05.566226
499,38,1,2025-07-24,,trial,0,True,,2025-11-03 13:00:05.566226
500,6,1,2024-11-20,2025-03-09,churned,0,True,That teach stock ready media.,2025-11-03 13:00:05.566226
501,88,4,2025-01-17,2025-12-01,cancelled,999,False,Job friend painting nation social.,2025-11-03 13:00:05.566226
502,77,3,2025-09-25,,active,299,True,,2025-11-03 13:00:05.566226
503,71,1,2025-01-04,2025-09-22,cancelled,0,False,Three recent half discover game white evidence.,2025-11-03 13:00:05.566226
504,82,2,2025-02-09,,active,99,True,,2025-11-03 13:00:05.566226
505,52,4,2025-08-11,,active,999,False,,2025-11-03 13:00:05.566226
506,81,4,2025-07-24,,active,999,False,,2025-11-03 13:00:05.566226
507,20,4,2025-02-27,,active,999,True,,2025-11-03 13:00:05.566226
508,41,3,2025-07-17,,active,299,True,,2025-11-03 13:00:05.566226
509,95,4,2025-02-21,2025-04-24,churned,999,True,Case clear argue agreement less pass science while.,2025-11-03 13:00:05.566226
510,30,1,2025-04-04,,trial,0,True,,2025-11-03 13:00:05.566226
511,34,4,2024-11-18,2025-04-10,cancelled,999,False,Value concern operation exactly fact discover interview.,2025-11-03 13:00:05.566226
512,45,1,2025-02-19,2026-01-07,churned,0,False,Particular protect tell figure.,2025-11-03 13:00:05.566226
513,73,1,2024-12-30,,active,0,True,,2025-11-03 13:00:05.566226
514,3,4,2025-01-09,,active,999,True,,2025-11-03 13:00:05.566226
515,21,1,2025-07-19,,active,0,False,,2025-11-03 13:00:05.566226
516,54,4,2025-10-03,,trial,999,True,,2025-11-03 13:00:05.566226
517,25,2,2025-02-22,,active,99,False,,2025-11-03 13:00:05.566226
518,1,4,2024-11-07,,trial,999,True,,2025-11-03 13:00:05.566226
519,45,2,2025-05-29,2025-07-10,churned,99,True,Agree city truth as improve hand campaign green.,2025-11-03 13:00:05.566226
520,11,3,2025-01-09,,trial,299,True,,2025-11-03 13:00:05.566226
521,40,1,2025-05-11,2026-01-13,churned,0,False,Speech least but blue whom to six.,2025-11-03 13:00:05.566226
522,13,3,2025-01-30,,active,299,True,,2025-11-03 13:00:05.566226
523,3,1,2025-08-31,,trial,0,True,,2025-11-03 13:00:05.566226
524,5,2,2025-04-11,,active,99,False,,2025-11-03 13:00:05.566226
525,80,4,2025-07-11,,active,999,False,,2025-11-03 13:00:05.566226
526,37,1,2025-06-14,,active,0,False,,2025-11-03 13:00:05.566226
527,2,4,2025-01-29,,active,999,True,,2025-11-03 13:00:05.566226
528,34,2,2025-01-01,,trial,99,True,,2025-11-03 13:00:05.566226
529,71,2,2025-05-07,,active,99,False,,2025-11-03 13:00:05.566226
530,77,4,2025-04-16,,active,999,False,,2025-11-03 13:00:05.566226
531,18,1,2024-11-22,,active,0,False,,2025-11-03 13:00:05.566226
532,92,4,2025-01-28,,active,999,True,,2025-11-03 13:00:05.566226
533,73,2,2024-11-08,2025-10-02,churned,99,False,Of parent significant firm eye so.,2025-11-03 13:00:05.566226
534,55,2,2025-06-22,,active,99,True,,2025-11-03 13:00:05.566226
535,36,1,2025-06-11,,active,0,True,,2025-11-03 13:00:05.566226
536,28,3,2024-12-28,,active,299,False,,2025-11-03 13:00:05.566226
537,32,1,2025-03-09,,active,0,True,,2025-11-03 13:00:05.566226
538,87,4,2025-07-15,,active,999,False,,2025-11-03 13:00:05.566226
539,68,1,2025-09-06,,active,0,True,,2025-11-03 13:00:05.566226
540,36,2,2025-05-31,,active,99,True,,2025-11-03 13:00:05.566226
541,27,2,2025-03-12,,active,99,True,,2025-11-03 13:00:05.566226
542,100,3,2025-09-10,,active,299,False,,2025-11-03 13:00:05.566226
543,98,4,2024-11-13,,active,999,False,,2025-11-03 13:00:05.566226
544,73,4,2025-04-02,,active,999,True,,2025-11-03 13:00:05.566226
545,84,3,2024-12-21,,active,299,True,,2025-11-03 13:00:05.566226
546,40,2,2025-09-12,,active,99,True,,2025-11-03 13:00:05.566226
547,94,2,2025-01-15,,active,99,False,,2025-11-03 13:00:05.568231
548,86,4,2025-06-08,,active,999,False,,2025-11-03 13:00:05.568231
549,77,3,2025-09-05,,trial,299,False,,2025-11-03 13:00:05.568231
550,30,4,2025-09-10,,active,999,False,,2025-11-03 13:00:05.568231
551,39,2,2025-06-01,,active,99,False,,2025-11-03 13:00:05.568231
552,2,3,2024-11-25,,active,299,True,,2025-11-03 13:00:05.568231
553,61,3,2025-07-15,,active,299,True,,2025-11-03 13:00:05.568231
554,24,1,2025-06-28,,active,0,False,,2025-11-03 13:00:05.568231
555,93,3,2025-04-26,,active,299,False,,2025-11-03 13:00:05.568231
556,34,3,2025-02-06,,active,299,True,,2025-11-03 13:00:05.568231
557,85,4,2025-03-16,,active,999,False,,2025-11-03 13:00:05.568231
558,10,2,2025-06-06,2026-01-06,cancelled,99,True,Than affect two dinner.,2025-11-03 13:00:05.568231
559,64,1,2025-08-18,,active,0,True,,2025-11-03 13:00:05.568231
560,41,2,2025-07-18,,active,99,True,,2025-11-03 13:00:05.568231
561,39,3,2024-12-04,,active,299,True,,2025-11-03 13:00:05.568231
562,62,4,2025-02-18,,active,999,False,,2025-11-03 13:00:05.568231
563,94,3,2025-04-12,,active,299,False,,2025-11-03 13:00:05.568231
564,85,4,2025-03-08,,active,999,False,,2025-11-03 13:00:05.568231
565,75,1,2025-08-11,,active,0,True,,2025-11-03 13:00:05.568231
566,82,4,2025-07-03,,active,999,False,,2025-11-03 13:00:05.568231
567,91,3,2025-09-05,,active,299,False,,2025-11-03 13:00:05.568231
568,50,3,2025-04-23,,active,299,False,,2025-11-03 13:00:05.568231
569,51,4,2025-09-10,,active,999,False,,2025-11-03 13:00:05.568231
570,64,1,2025-08-10,,active,0,False,,2025-11-03 13:00:05.568231
571,97,3,2025-05-02,,active,299,False,,2025-11-03 13:00:05.568231
572,20,4,2025-05-13,2026-03-27,cancelled,999,False,Professor break leave.,2025-11-03 13:00:05.568231
573,63,3,2025-07-19,,active,299,True,,2025-11-03 13:00:05.568231
574,52,3,2025-07-30,,trial,299,True,,2025-11-03 13:00:05.568231
575,83,3,2025-05-14,,active,299,True,,2025-11-03 13:00:05.568231
576,58,3,2025-08-25,2026-07-22,cancelled,299,True,Major name Mrs course condition remain.,2025-11-03 13:00:05.568231
577,97,2,2025-01-13,,active,99,False,,2025-11-03 13:00:05.568231
578,88,2,2025-03-27,,active,99,False,,2025-11-03 13:00:05.568231
579,18,2,2025-05-01,,active,99,True,,2025-11-03 13:00:05.568231
580,55,1,2025-02-03,,active,0,False,,2025-11-03 13:00:05.568231
581,58,3,2025-02-13,,active,299,True,,2025-11-03 13:00:05.568231
582,96,4,2024-12-12,,active,999,True,,2025-11-03 13:00:05.568231
583,74,2,2024-11-12,,active,99,False,,2025-11-03 13:00:05.568231
584,96,3,2025-06-22,,trial,299,False,,2025-11-03 13:00:05.568231
585,75,3,2025-05-07,,active,299,True,,2025-11-03 13:00:05.568231
586,86,4,2025-04-27,,active,999,False,,2025-11-03 13:00:05.568231
587,47,3,2025-09-09,,active,299,False,,2025-11-03 13:00:05.568231
588,93,2,2025-05-07,,active,99,False,,2025-11-03 13:00:05.568231
589,81,2,2025-03-27,,active,99,False,,2025-11-03 13:00:05.568231
590,40,4,2025-05-15,,active,999,False,,2025-11-03 13:00:05.568231
591,48,4,2025-08-01,,active,999,True,,2025-11-03 13:00:05.568231
592,30,1,2025-06-21,,trial,0,True,,2025-11-03 13:00:05.568231
593,82,4,2025-02-25,,active,999,True,,2025-11-03 13:00:05.568231
594,13,4,2025-02-16,,active,999,True,,2025-11-03 13:00:05.568231
595,84,3,2025-07-26,2025-11-10,cancelled,299,False,Father value huge military when both court.,2025-11-03 13:00:05.568231
596,7,3,2025-09-21,,active,299,False,,2025-11-03 13:00:05.568231
597,88,1,2025-03-11,,trial,0,False,,2025-11-03 13:00:05.568231
598,50,4,2025-02-11,,active,999,True,,2025-11-03 13:00:05.568231
599,58,1,2024-12-03,2025-11-14,cancelled,0,False,Fill realize anyone image throw.,2025-11-03 13:00:05.568231
600,21,4,2025-05-11,,active,999,False,,2025-11-03 13:00:05.568231
601,80,1,2025-01-09,,active,0,False,,2025-11-03 13:00:05.568231
602,23,2,2025-02-16,2025-11-13,churned,99,False,Your quickly resource first moment.,2025-11-03 13:00:05.568231
603,20,2,2025-04-08,,trial,99,True,,2025-11-03 13:00:05.568231
604,19,1,2025-06-16,2025-11-29,cancelled,0,True,Involve Republican push reveal.,2025-11-03 13:00:05.568231
605,19,3,2024-12-10,,active,299,False,,2025-11-03 13:00:05.568231
606,89,2,2025-06-16,,trial,99,False,,2025-11-03 13:00:05.568231
607,7,2,2025-04-11,,active,99,False,,2025-11-03 13:00:05.568231
608,14,4,2024-12-10,,active,999,True,,2025-11-03 13:00:05.568231
609,43,4,2025-05-04,,active,999,True,,2025-11-03 13:00:05.568231
610,30,2,2025-02-28,,active,99,True,,2025-11-03 13:00:05.568231
611,39,1,2025-03-23,,active,0,False,,2025-11-03 13:00:05.568231
612,37,2,2025-03-16,,active,99,False,,2025-11-03 13:00:05.568231
613,24,1,2025-01-24,,active,0,True,,2025-11-03 13:00:05.568231
614,19,1,2024-11-18,2025-07-07,cancelled,0,True,Rich professor agree group manage charge.,2025-11-03 13:00:05.568231
615,94,1,2025-08-30,,active,0,True,,2025-11-03 13:00:05.568231
616,49,4,2024-12-20,2025-05-29,churned,999,True,Place themselves evening mention thought democratic.,2025-11-03 13:00:05.568231
617,59,3,2025-02-07,,active,299,False,,2025-11-03 13:00:05.568231
618,55,3,2025-03-24,,active,299,True,,2025-11-03 13:00:05.568231
619,51,1,2025-06-22,,active,0,False,,2025-11-03 13:00:05.568231
620,77,1,2025-08-13,2026-01-30,cancelled,0,False,West today nor current.,2025-11-03 13:00:05.568231
621,41,3,2025-08-15,,trial,299,True,,2025-11-03 13:00:05.568231
622,1,4,2025-06-14,,trial,999,True,,2025-11-03 13:00:05.568231
623,48,1,2025-01-02,,trial,0,False,,2025-11-03 13:00:05.568231
624,79,1,2025-03-21,2026-03-02,churned,0,False,Situation paper several follow.,2025-11-03 13:00:05.568231
625,66,4,2025-05-07,,trial,999,False,,2025-11-03 13:00:05.568231
626,21,2,2025-04-14,,active,99,True,,2025-11-03 13:00:05.568231
627,23,1,2025-02-17,,active,0,True,,2025-11-03 13:00:05.568231
628,92,1,2025-03-13,,trial,0,True,,2025-11-03 13:00:05.568231
629,34,2,2025-04-17,,active,99,True,,2025-11-03 13:00:05.568231
630,23,4,2025-01-14,,active,999,False,,2025-11-03 13:00:05.568231
631,75,2,2025-07-06,,active,99,True,,2025-11-03 13:00:05.568231
632,46,2,2025-02-25,,active,99,False,,2025-11-03 13:00:05.568231
633,98,1,2025-08-23,,active,0,False,,2025-11-03 13:00:05.568231
634,61,2,2025-02-09,,active,99,False,,2025-11-03 13:00:05.568231
635,75,3,2025-08-03,,active,299,True,,2025-11-03 13:00:05.568231
636,33,4,2025-06-04,2026-02-20,cancelled,999,False,Future build partner table probably plan.,2025-11-03 13:00:05.568231
637,82,3,2025-08-03,,active,299,False,,2025-11-03 13:00:05.568231
638,23,4,2025-08-19,,active,999,True,,2025-11-03 13:00:05.568231
639,39,3,2024-12-11,,active,299,True,,2025-11-03 13:00:05.568231
640,14,2,2024-11-23,2025-04-02,cancelled,99,True,Ability remain accept popular appear mean out.,2025-11-03 13:00:05.568231
641,20,2,2025-09-07,,active,99,False,,2025-11-03 13:00:05.568231
642,19,1,2025-05-30,,active,0,True,,2025-11-03 13:00:05.568231
643,48,4,2024-11-10,,active,999,True,,2025-11-03 13:00:05.568231
644,87,2,2025-02-02,,active,99,False,,2025-11-03 13:00:05.568231
645,60,1,2025-02-05,2025-03-15,churned,0,True,Or bag federal.,2025-11-03 13:00:05.568231
646,26,4,2025-03-29,,active,999,True,,2025-11-03 13:00:05.568231
647,12,2,2025-02-21,2026-01-11,cancelled,99,True,Pick camera standard activity believe.,2025-11-03 13:00:05.568231
648,49,4,2025-06-29,,trial,999,False,,2025-11-03 13:00:05.568231
649,53,1,2025-07-09,2025-12-17,churned,0,False,Short to the sort college bank.,2025-11-03 13:00:05.568231
650,5,1,2025-06-03,2025-09-07,churned,0,False,Finally describe actually key word.,2025-11-03 13:00:05.568231
651,61,4,2025-09-22,,active,999,False,,2025-11-03 13:00:05.568231
652,34,3,2024-11-29,,active,299,False,,2025-11-03 13:00:05.568231
653,64,2,2025-01-25,,active,99,True,,2025-11-03 13:00:05.568231
654,9,4,2024-12-22,2025-07-24,cancelled,999,False,Section gas thus peace friend.,2025-11-03 13:00:05.568231
655,56,4,2025-05-03,,active,999,True,,2025-11-03 13:00:05.568231
656,27,4,2025-05-07,,active,999,True,,2025-11-03 13:00:05.568231
657,78,4,2025-03-05,,active,999,True,,2025-11-03 13:00:05.568231
658,73,1,2025-03-09,,active,0,False,,2025-11-03 13:00:05.568231
659,15,3,2025-06-05,,active,299,False,,2025-11-03 13:00:05.570234
660,90,2,2025-01-06,2025-04-24,cancelled,99,True,So realize experience clear page.,2025-11-03 13:00:05.570234
661,60,2,2024-12-23,,trial,99,True,,2025-11-03 13:00:05.570234
662,70,4,2024-12-05,,active,999,False,,2025-11-03 13:00:05.570234
663,58,2,2025-03-01,,active,99,False,,2025-11-03 13:00:05.570234
664,88,2,2025-03-18,2025-12-22,cancelled,99,True,Cup crime dinner tell car year something.,2025-11-03 13:00:05.570234
665,92,4,2025-06-24,,active,999,False,,2025-11-03 13:00:05.570234
666,6,4,2025-02-09,,active,999,False,,2025-11-03 13:00:05.570234
667,64,1,2025-08-10,2026-05-11,cancelled,0,False,Budget apply doctor prevent attorney.,2025-11-03 13:00:05.570234
668,97,2,2024-11-26,,active,99,True,,2025-11-03 13:00:05.570234
669,17,4,2025-01-03,,trial,999,False,,2025-11-03 13:00:05.570234
670,33,4,2025-07-14,2025-11-07,cancelled,999,True,Live mention response remain go.,2025-11-03 13:00:05.570234
671,75,3,2025-06-30,,active,299,True,,2025-11-03 13:00:05.570234
672,57,1,2024-12-22,,active,0,True,,2025-11-03 13:00:05.570234
673,59,2,2025-03-03,,trial,99,True,,2025-11-03 13:00:05.570234
674,23,1,2025-09-16,2026-08-19,churned,0,False,Today bad kind matter car court quickly.,2025-11-03 13:00:05.570234
675,73,2,2025-02-22,,active,99,True,,2025-11-03 13:00:05.570234
676,81,4,2025-03-13,,active,999,True,,2025-11-03 13:00:05.570234
677,71,1,2025-09-18,,active,0,True,,2025-11-03 13:00:05.570234
678,53,4,2024-12-16,,active,999,False,,2025-11-03 13:00:05.570234
679,7,4,2025-06-01,2025-07-12,cancelled,999,True,Stand movie always result live.,2025-11-03 13:00:05.570234
680,88,3,2025-09-08,2026-04-27,cancelled,299,False,On common raise according down step late.,2025-11-03 13:00:05.570234
681,96,3,2025-07-03,,active,299,False,,2025-11-03 13:00:05.570234
682,45,4,2025-06-25,,active,999,True,,2025-11-03 13:00:05.570234
683,37,2,2024-12-30,2025-12-09,churned,99,False,Cup stay deep what north view.,2025-11-03 13:00:05.570234
684,33,3,2025-05-29,,active,299,False,,2025-11-03 13:00:05.570234
