session_id,user_id,session_start,session_end,session_duration_minutes,features_accessed,analysis_jobs_submitted,pages_viewed,device_type,browser,created_at
1503,859,2025-06-12 08:05:05,2025-06-12 08:21:05,16,"F2,F5,F3",4,17,desktop,Chrome,2025-11-03 12:53:08.453989
1504,172,2025-06-04 20:44:12,2025-06-04 21:54:12,70,F5,1,18,tablet,Safari,2025-11-03 12:53:08.453989
1505,99,2025-08-15 19:44:46,2025-08-15 20:42:46,58,"F4,F2,F5",3,3,tablet,Edge,2025-11-03 12:53:08.453989
1506,563,2025-06-06 18:27:09,2025-06-06 19:22:09,55,"F1,F5",2,18,mobile,Chrome,2025-11-03 12:53:08.453989
1507,905,2025-06-19 03:26:09,2025-06-19 04:20:09,54,"F4,F2,F5,F3",5,14,mobile,Safari,2025-11-03 12:53:08.453989
1508,215,2025-08-09 20:07:02,2025-08-09 20:31:02,24,"F3,F1,F2",3,17,tablet,Edge,2025-11-03 12:53:08.453989
1509,361,2025-10-26 00:48:32,2025-10-26 01:27:32,39,"F1,F3,F2,F5",1,10,desktop,Edge,2025-11-03 12:53:08.453989
1510,10,2025-09-26 15:41:25,2025-09-26 16:38:25,57,"F1,F2,F3,F5",5,17,tablet,Chrome,2025-11-03 12:53:08.453989
1511,120,2025-05-28 01:35:50,2025-05-28 02:02:50,27,"F3,F2",3,10,mobile,Safari,2025-11-03 12:53:08.453989
1512,356,2025-05-23 08:33:13,2025-05-23 08:44:13,11,F2,1,16,desktop,Firefox,2025-11-03 12:53:08.453989
1513,975,2025-07-02 18:51:17,2025-07-02 19:10:17,19,"F1,F4,F3",1,20,desktop,Firefox,2025-11-03 12:53:08.453989
1514,445,2025-09-03 23:47:40,2025-09-04 00:53:40,66,F4,3,7,tablet,Chrome,2025-11-03 12:53:08.453989
1515,557,2025-06-08 10:17:42,2025-06-08 11:40:42,83,"F4,F2",4,2,mobile,Chrome,2025-11-03 12:53:08.453989
1516,376,2025-09-18 02:19:51,2025-09-18 03:25:51,66,"F5,F3",2,4,tablet,Chrome,2025-11-03 12:53:08.453989
1517,621,2025-05-08 04:25:11,2025-05-08 05:04:11,39,"F5,F1",3,20,tablet,Safari,2025-11-03 12:53:08.453989
1518,835,2025-08-09 21:12:14,2025-08-09 21:37:14,25,F2,1,17,mobile,Firefox,2025-11-03 12:53:08.453989
1519,710,2025-09-21 15:14:34,2025-09-21 16:24:34,70,"F3,F2,F5,F1",1,19,tablet,Chrome,2025-11-03 12:53:08.453989
1520,670,2025-09-30 18:57:32,2025-09-30 19:31:32,34,"F2,F3,F4",5,2,mobile,Firefox,2025-11-03 12:53:08.453989
1521,537,2025-09-03 18:39:02,2025-09-03 19:09:02,30,"F4,F1,F2",0,9,desktop,Firefox,2025-11-03 12:53:08.453989
1522,787,2025-10-31 19:20:54,2025-10-31 20:21:54,61,"F2,F5",4,16,desktop,Edge,2025-11-03 12:53:08.453989
1523,440,2025-09-11 19:40:10,2025-09-11 20:31:10,51,"F4,F2,F1",1,10,mobile,Chrome,2025-11-03 12:53:08.453989
1524,5,2025-07-22 16:35:54,2025-07-22 17:29:54,54,F3,0,13,tablet,Safari,2025-11-03 12:53:08.453989
1525,151,2025-06-18 22:21:08,2025-06-18 23:07:08,46,"F3,F4,F5",3,5,tablet,Safari,2025-11-03 12:53:08.453989
1526,41,2025-08-20 07:18:15,2025-08-20 08:03:15,45,"F4,F1,F2",5,13,mobile,Safari,2025-11-03 12:53:08.453989
1527,663,2025-09-05 20:20:17,2025-09-05 21:38:17,78,F4,2,12,desktop,Chrome,2025-11-03 12:53:08.453989
1528,746,2025-10-07 11:55:08,2025-10-07 13:04:08,69,"F1,F2,F5",5,7,mobile,Chrome,2025-11-03 12:53:08.453989
1529,507,2025-06-19 00:23:37,2025-06-19 01:22:37,59,"F1,F5,F2",3,7,mobile,Firefox,2025-11-03 12:53:08.453989
1530,153,2025-10-05 23:38:47,2025-10-05 23:56:47,18,F3,1,3,tablet,Edge,2025-11-03 12:53:08.453989
1531,321,2025-09-02 11:43:39,2025-09-02 12:39:39,56,F4,0,14,desktop,Edge,2025-11-03 12:53:08.453989
1532,424,2025-07-27 20:44:55,2025-07-27 21:37:55,53,"F5,F3,F2,F4",4,4,tablet,Firefox,2025-11-03 12:53:08.453989
1533,183,2025-10-30 14:03:54,2025-10-30 15:22:54,79,F4,0,1,desktop,Safari,2025-11-03 12:53:08.453989
1534,964,2025-09-21 10:47:18,2025-09-21 11:43:18,56,F2,5,8,mobile,Edge,2025-11-03 12:53:08.453989
1535,989,2025-10-20 10:27:55,2025-10-20 10:43:55,16,"F2,F3,F1,F5",2,10,tablet,Firefox,2025-11-03 12:53:08.453989
1536,158,2025-05-20 03:53:31,2025-05-20 04:30:31,37,"F2,F4",0,16,mobile,Edge,2025-11-03 12:53:08.453989
1537,132,2025-10-05 12:45:34,2025-10-05 13:20:34,35,"F4,F3,F1,F5",1,15,mobile,Firefox,2025-11-03 12:53:08.453989
1538,794,2025-06-26 02:33:02,2025-06-26 03:49:02,76,"F4,F1,F2",2,5,mobile,Safari,2025-11-03 12:53:08.453989
1539,22,2025-06-22 20:28:38,2025-06-22 21:02:38,34,"F4,F2,F3",5,4,mobile,Safari,2025-11-03 12:53:08.453989
1540,497,2025-08-22 01:56:34,2025-08-22 02:19:34,23,F1,1,10,mobile,Edge,2025-11-03 12:53:08.453989
1541,492,2025-07-01 16:52:58,2025-07-01 17:43:58,51,"F3,F1,F5",4,11,desktop,Edge,2025-11-03 12:53:08.453989
1542,406,2025-06-25 16:07:07,2025-06-25 16:12:07,5,"F3,F4,F5,F2",1,15,desktop,Firefox,2025-11-03 12:53:08.453989
1543,101,2025-06-19 20:34:12,2025-06-19 21:41:12,67,"F5,F3,F2",2,20,desktop,Edge,2025-11-03 12:53:08.453989
1544,885,2025-06-03 10:18:36,2025-06-03 10:36:36,18,F5,1,13,desktop,Edge,2025-11-03 12:53:08.453989
1545,621,2025-09-01 21:22:57,2025-09-01 21:47:57,25,"F3,F5",1,19,tablet,Firefox,2025-11-03 12:53:08.453989
1546,862,2025-06-13 16:33:32,2025-06-13 17:33:32,60,"F2,F4,F5",5,12,tablet,Chrome,2025-11-03 12:53:08.453989
1547,175,2025-06-10 22:30:12,2025-06-10 23:29:12,59,"F4,F3,F5",2,10,desktop,Firefox,2025-11-03 12:53:08.453989
1548,980,2025-05-06 17:39:18,2025-05-06 18:47:18,68,F1,1,2,desktop,Firefox,2025-11-03 12:53:08.453989
1549,380,2025-09-10 05:01:24,2025-09-10 05:36:24,35,"F1,F3,F2,F5",0,3,desktop,Edge,2025-11-03 12:53:08.453989
1550,225,2025-09-20 05:27:30,2025-09-20 06:29:30,62,"F5,F2,F3,F4",1,1,mobile,Edge,2025-11-03 12:53:08.453989
1551,107,2025-10-25 23:50:34,2025-10-26 00:12:34,22,F3,1,11,mobile,Safari,2025-11-03 12:53:08.453989
1552,650,2025-05-22 14:17:24,2025-05-22 15:46:24,89,"F4,F2,F1,F3",4,20,tablet,Safari,2025-11-03 12:53:08.453989
1553,397,2025-07-23 15:24:13,2025-07-23 15:41:13,17,"F5,F3,F2",0,6,desktop,Edge,2025-11-03 12:53:08.453989
1554,323,2025-08-12 14:51:47,2025-08-12 16:11:47,80,"F2,F5,F1,F3",5,13,tablet,Firefox,2025-11-03 12:53:08.453989
1555,717,2025-07-02 18:07:42,2025-07-02 18:28:42,21,"F2,F4",1,8,tablet,Firefox,2025-11-03 12:53:08.453989
1556,783,2025-08-07 19:56:08,2025-08-07 20:04:08,8,"F5,F4,F3,F2",3,19,mobile,Chrome,2025-11-03 12:53:08.453989
1557,92,2025-05-18 19:18:27,2025-05-18 20:16:27,58,"F5,F3",0,3,tablet,Edge,2025-11-03 12:53:08.453989
1558,843,2025-06-10 00:57:34,2025-06-10 01:34:34,37,"F5,F1,F4,F3",4,4,mobile,Firefox,2025-11-03 12:53:08.453989
1559,693,2025-08-03 07:03:59,2025-08-03 07:59:59,56,"F3,F1,F2,F4",3,16,mobile,Safari,2025-11-03 12:53:08.453989
1560,304,2025-07-06 18:36:48,2025-07-06 18:41:48,5,"F5,F3,F1",0,4,desktop,Chrome,2025-11-03 12:53:08.453989
1561,942,2025-08-11 00:44:28,2025-08-11 01:18:28,34,"F1,F4,F3",3,8,tablet,Safari,2025-11-03 12:53:08.453989
1562,583,2025-05-19 00:07:54,2025-05-19 00:49:54,42,F2,5,13,desktop,Chrome,2025-11-03 12:53:08.453989
1563,593,2025-07-28 16:36:32,2025-07-28 17:37:32,61,"F2,F4,F5",3,10,tablet,Safari,2025-11-03 12:53:08.453989
1564,584,2025-08-18 18:08:21,2025-08-18 19:31:21,83,"F2,F1",4,1,tablet,Safari,2025-11-03 12:53:08.453989
1565,916,2025-07-04 05:41:41,2025-07-04 06:58:41,77,"F3,F1,F2",2,11,desktop,Firefox,2025-11-03 12:53:08.453989
1566,93,2025-05-23 15:04:44,2025-05-23 16:29:44,85,"F1,F5,F3,F2",4,20,mobile,Firefox,2025-11-03 12:53:08.453989
1567,34,2025-09-29 17:21:33,2025-09-29 17:34:33,13,F5,5,11,desktop,Chrome,2025-11-03 12:53:08.453989
1568,390,2025-07-31 13:41:57,2025-07-31 14:37:57,56,"F1,F4,F3,F2",4,8,desktop,Firefox,2025-11-03 12:53:08.453989
1569,111,2025-09-05 17:33:00,2025-09-05 18:24:00,51,"F2,F3,F4,F5",2,16,desktop,Chrome,2025-11-03 12:53:08.453989
1570,273,2025-05-09 18:07:02,2025-05-09 18:30:02,23,"F5,F2",3,6,desktop,Firefox,2025-11-03 12:53:08.453989
1571,238,2025-06-01 11:29:23,2025-06-01 12:55:23,86,"F1,F3,F2",4,4,mobile,Chrome,2025-11-03 12:53:08.453989
1572,675,2025-06-25 11:42:11,2025-06-25 12:37:11,55,"F5,F3",2,12,tablet,Chrome,2025-11-03 12:53:08.453989
1573,592,2025-07-08 21:37:06,2025-07-08 23:04:06,87,"F2,F1,F4",3,3,desktop,Chrome,2025-11-03 12:53:08.453989
1574,676,2025-05-29 17:25:58,2025-05-29 18:28:58,63,"F2,F1",0,12,mobile,Edge,2025-11-03 12:53:08.453989
1575,620,2025-07-29 15:51:37,2025-07-29 16:06:37,15,F5,2,10,desktop,Edge,2025-11-03 12:53:08.453989
1576,206,2025-10-09 18:11:42,2025-10-09 18:31:42,20,"F2,F3,F5,F1",3,14,mobile,Chrome,2025-11-03 12:53:08.453989
1577,79,2025-09-27 08:28:58,2025-09-27 08:40:58,12,"F3,F5",2,8,mobile,Edge,2025-11-03 12:53:08.453989
1578,583,2025-09-24 03:55:10,2025-09-24 04:32:10,37,"F2,F3,F1",5,6,mobile,Edge,2025-11-03 12:53:08.453989
1579,199,2025-08-03 20:22:04,2025-08-03 21:40:04,78,"F5,F2",5,8,mobile,Chrome,2025-11-03 12:53:08.453989
1580,944,2025-10-17 04:56:43,2025-10-17 06:07:43,71,"F3,F2",0,4,mobile,Safari,2025-11-03 12:53:08.453989
1581,271,2025-07-02 17:42:26,2025-07-02 18:40:26,58,"F1,F3,F4",2,12,mobile,Safari,2025-11-03 12:53:08.453989
1582,685,2025-05-27 14:39:47,2025-05-27 15:39:47,60,"F3,F4,F5,F2",1,5,desktop,Safari,2025-11-03 12:53:08.453989
1583,789,2025-09-17 06:39:52,2025-09-17 07:01:52,22,"F1,F4,F3,F2",5,19,tablet,Edge,2025-11-03 12:53:08.453989
1584,688,2025-08-09 03:32:59,2025-08-09 04:49:59,77,"F4,F2,F1",5,5,tablet,Safari,2025-11-03 12:53:08.453989
1585,804,2025-08-06 04:34:32,2025-08-06 05:48:32,74,"F4,F3",4,19,desktop,Chrome,2025-11-03 12:53:08.453989
1586,634,2025-07-12 03:11:02,2025-07-12 03:26:02,15,"F1,F2,F5",4,15,mobile,Firefox,2025-11-03 12:53:08.453989
1587,697,2025-07-16 09:31:53,2025-07-16 10:10:53,39,"F2,F5",3,3,desktop,Firefox,2025-11-03 12:53:08.453989
1588,50,2025-10-17 07:00:32,2025-10-17 07:28:32,28,F1,5,4,mobile,Edge,2025-11-03 12:53:08.453989
1589,877,2025-05-29 04:15:10,2025-05-29 04:48:10,33,"F2,F3,F4",5,1,tablet,Safari,2025-11-03 12:53:08.453989
1590,465,2025-06-18 19:56:26,2025-06-18 20:20:26,24,"F3,F4",1,5,desktop,Firefox,2025-11-03 12:53:08.453989
1591,635,2025-07-13 14:43:53,2025-07-13 15:55:53,72,"F1,F4",1,7,tablet,Firefox,2025-11-03 12:53:08.453989
1592,726,2025-10-31 18:35:39,2025-10-31 20:05:39,90,"F4,F5,F2",3,8,desktop,Edge,2025-11-03 12:53:08.453989
1593,772,2025-09-18 08:46:55,2025-09-18 10:10:55,84,F2,4,16,desktop,Edge,2025-11-03 12:53:08.453989
1594,507,2025-06-23 10:26:28,2025-06-23 11:36:28,70,"F3,F1",1,18,desktop,Firefox,2025-11-03 12:53:08.453989
1595,88,2025-06-25 22:34:11,2025-06-25 23:11:11,37,"F2,F3,F1,F5",3,19,mobile,Edge,2025-11-03 12:53:08.453989
1596,506,2025-08-24 12:12:17,2025-08-24 13:26:17,74,"F4,F5,F1,F2",2,13,tablet,Safari,2025-11-03 12:53:08.453989
1597,198,2025-08-15 08:38:26,2025-08-15 09:23:26,45,"F1,F3,F5",5,5,tablet,Firefox,2025-11-03 12:53:08.453989
1598,565,2025-05-22 22:24:14,2025-05-22 22:49:14,25,F3,5,14,mobile,Edge,2025-11-03 12:53:08.453989
1599,314,2025-05-25 02:44:10,2025-05-25 04:05:10,81,"F3,F5",1,10,mobile,Firefox,2025-11-03 12:53:08.453989
1600,59,2025-05-06 19:14:38,2025-05-06 20:07:38,53,"F3,F2,F1",4,2,tablet,Firefox,2025-11-03 12:53:08.453989
1601,649,2025-09-07 01:18:07,2025-09-07 01:46:07,28,F1,5,11,tablet,Edge,2025-11-03 12:53:08.453989
1602,452,2025-09-20 14:22:29,2025-09-20 14:49:29,27,"F4,F5,F1,F2",1,20,mobile,Safari,2025-11-03 12:53:08.453989
1603,433,2025-07-11 08:23:47,2025-07-11 09:12:47,49,F4,5,19,desktop,Chrome,2025-11-03 12:53:08.453989
1604,833,2025-07-16 16:14:30,2025-07-16 17:43:30,89,F2,3,4,tablet,Firefox,2025-11-03 12:53:08.453989
1605,738,2025-10-13 22:34:00,2025-10-13 23:40:00,66,"F4,F2,F5,F3",0,9,desktop,Safari,2025-11-03 12:53:08.455992
1606,882,2025-07-31 10:32:07,2025-07-31 11:16:07,44,F2,2,1,desktop,Firefox,2025-11-03 12:53:08.455992
1607,658,2025-07-30 21:35:57,2025-07-30 22:19:57,44,"F4,F3,F1",3,13,desktop,Safari,2025-11-03 12:53:08.455992
1608,72,2025-07-19 05:49:00,2025-07-19 07:09:00,80,"F3,F4,F2",5,15,desktop,Edge,2025-11-03 12:53:08.455992
1609,925,2025-06-03 06:09:52,2025-06-03 06:17:52,8,"F4,F5,F3",1,4,tablet,Safari,2025-11-03 12:53:08.455992
1610,628,2025-06-08 15:44:29,2025-06-08 15:55:29,11,"F3,F5,F2,F4",5,19,tablet,Edge,2025-11-03 12:53:08.455992
1611,46,2025-06-20 16:09:24,2025-06-20 17:13:24,64,"F3,F5,F4,F2",0,7,tablet,Firefox,2025-11-03 12:53:08.455992
1612,579,2025-06-08 20:38:55,2025-06-08 21:59:55,81,F1,3,1,mobile,Edge,2025-11-03 12:53:08.455992
1613,385,2025-09-07 23:17:27,2025-09-07 23:44:27,27,"F1,F4",0,18,mobile,Firefox,2025-11-03 12:53:08.455992
1614,822,2025-09-13 03:05:23,2025-09-13 03:38:23,33,F3,4,2,mobile,Firefox,2025-11-03 12:53:08.455992
1615,91,2025-07-08 13:13:00,2025-07-08 14:25:00,72,"F1,F3,F5",0,3,desktop,Firefox,2025-11-03 12:53:08.455992
1616,659,2025-06-14 05:02:06,2025-06-14 06:27:06,85,"F3,F4,F5,F2",2,19,mobile,Chrome,2025-11-03 12:53:08.455992
1617,195,2025-09-22 01:06:00,2025-09-22 02:16:00,70,F1,4,14,tablet,Edge,2025-11-03 12:53:08.455992
1618,272,2025-08-01 00:04:55,2025-08-01 00:55:55,51,F3,0,1,desktop,Firefox,2025-11-03 12:53:08.455992
1619,266,2025-09-28 18:44:48,2025-09-28 18:50:48,6,"F5,F2,F4,F1",4,9,mobile,Chrome,2025-11-03 12:53:08.455992
1620,262,2025-06-01 21:49:14,2025-06-01 21:59:14,10,"F1,F5",4,5,mobile,Edge,2025-11-03 12:53:08.455992
1621,910,2025-10-10 11:15:30,2025-10-10 11:45:30,30,F2,5,13,mobile,Edge,2025-11-03 12:53:08.455992
1622,478,2025-10-03 02:19:00,2025-10-03 03:23:00,64,"F5,F2,F1",1,3,desktop,Safari,2025-11-03 12:53:08.455992
1623,404,2025-09-13 03:20:00,2025-09-13 03:39:00,19,F3,2,8,mobile,Safari,2025-11-03 12:53:08.455992
1624,603,2025-08-19 12:09:02,2025-08-19 13:06:02,57,"F1,F4,F5,F3",4,13,mobile,Safari,2025-11-03 12:53:08.455992
1625,743,2025-06-21 08:49:59,2025-06-21 08:54:59,5,"F5,F1",3,2,tablet,Edge,2025-11-03 12:53:08.455992
1626,358,2025-09-25 02:12:18,2025-09-25 03:28:18,76,"F4,F3",0,9,desktop,Safari,2025-11-03 12:53:08.455992
1627,343,2025-10-08 11:59:02,2025-10-08 12:52:02,53,"F1,F5",2,11,desktop,Firefox,2025-11-03 12:53:08.455992
1628,451,2025-07-27 04:28:25,2025-07-27 05:11:25,43,"F3,F2,F5",0,3,tablet,Edge,2025-11-03 12:53:08.455992
1629,56,2025-07-16 05:35:37,2025-07-16 06:26:37,51,"F1,F2,F3",1,19,mobile,Firefox,2025-11-03 12:53:08.455992
1630,770,2025-07-17 08:08:27,2025-07-17 08:39:27,31,"F2,F3,F1,F4",4,15,tablet,Chrome,2025-11-03 12:53:08.455992
1631,678,2025-06-05 06:39:17,2025-06-05 07:47:17,68,"F5,F4,F1",0,9,mobile,Chrome,2025-11-03 12:53:08.455992
1632,753,2025-06-24 04:31:06,2025-06-24 04:52:06,21,"F3,F4,F1,F2",0,11,desktop,Firefox,2025-11-03 12:53:08.455992
1633,634,2025-08-24 06:57:27,2025-08-24 08:26:27,89,"F2,F3",2,1,tablet,Edge,2025-11-03 12:53:08.455992
1634,399,2025-07-15 03:11:14,2025-07-15 04:22:14,71,"F4,F5,F2,F1",3,10,tablet,Safari,2025-11-03 12:53:08.455992
1635,285,2025-10-14 08:00:50,2025-10-14 08:53:50,53,F2,1,9,desktop,Chrome,2025-11-03 12:53:08.455992
1636,362,2025-10-22 21:38:01,2025-10-22 22:30:01,52,"F5,F2",5,9,mobile,Firefox,2025-11-03 12:53:08.455992
1637,17,2025-10-01 03:00:50,2025-10-01 04:03:50,63,"F5,F2",4,12,tablet,Safari,2025-11-03 12:53:08.455992
1638,559,2025-07-20 19:33:59,2025-07-20 20:59:59,86,"F5,F4,F2,F3",4,19,desktop,Safari,2025-11-03 12:53:08.455992
1639,921,2025-08-16 19:43:14,2025-08-16 20:27:14,44,F3,0,9,desktop,Firefox,2025-11-03 12:53:08.455992
1640,803,2025-09-18 10:05:38,2025-09-18 10:42:38,37,"F3,F2,F5",2,9,desktop,Safari,2025-11-03 12:53:08.455992
1641,665,2025-07-28 01:29:36,2025-07-28 02:03:36,34,F4,2,16,mobile,Edge,2025-11-03 12:53:08.455992
1642,909,2025-09-15 11:20:31,2025-09-15 11:38:31,18,F2,2,20,mobile,Safari,2025-11-03 12:53:08.455992
1643,201,2025-09-08 16:22:33,2025-09-08 17:32:33,70,"F4,F2",0,5,desktop,Firefox,2025-11-03 12:53:08.455992
1644,605,2025-05-06 02:46:53,2025-05-06 03:22:53,36,F4,5,17,mobile,Chrome,2025-11-03 12:53:08.455992
1645,240,2025-09-19 06:32:59,2025-09-19 07:59:59,87,"F3,F5",2,2,desktop,Safari,2025-11-03 12:53:08.455992
1646,682,2025-10-30 20:59:07,2025-10-30 21:32:07,33,"F2,F3,F1",1,17,tablet,Chrome,2025-11-03 12:53:08.455992
1647,375,2025-06-18 20:44:55,2025-06-18 22:02:55,78,"F4,F1,F2",2,19,mobile,Firefox,2025-11-03 12:53:08.455992
1648,720,2025-08-05 05:01:46,2025-08-05 05:36:46,35,F2,1,14,desktop,Safari,2025-11-03 12:53:08.455992
1649,767,2025-06-17 19:06:36,2025-06-17 19:24:36,18,"F1,F5,F2",4,15,desktop,Firefox,2025-11-03 12:53:08.455992
1650,665,2025-09-12 20:56:59,2025-09-12 22:21:59,85,F2,3,15,mobile,Safari,2025-11-03 12:53:08.455992
1651,78,2025-08-29 02:23:02,2025-08-29 03:10:02,47,"F5,F4,F3,F2",4,15,tablet,Edge,2025-11-03 12:53:08.455992
1652,645,2025-06-18 14:16:46,2025-06-18 14:28:46,12,"F5,F4",5,8,tablet,Chrome,2025-11-03 12:53:08.455992
1653,852,2025-06-04 01:40:01,2025-06-04 02:40:01,60,"F3,F4",1,17,mobile,Edge,2025-11-03 12:53:08.455992
1654,346,2025-08-29 08:16:03,2025-08-29 08:29:03,13,"F2,F4,F3,F5",1,17,mobile,Safari,2025-11-03 12:53:08.455992
1655,107,2025-07-10 19:02:27,2025-07-10 20:14:27,72,F2,5,16,desktop,Chrome,2025-11-03 12:53:08.455992
1656,775,2025-07-30 09:21:28,2025-07-30 10:05:28,44,F5,3,9,desktop,Firefox,2025-11-03 12:53:08.455992
1657,770,2025-10-08 12:30:52,2025-10-08 13:41:52,71,F3,1,19,desktop,Safari,2025-11-03 12:53:08.455992
1658,813,2025-09-20 12:25:43,2025-09-20 13:11:43,46,F2,0,20,mobile,Chrome,2025-11-03 12:53:08.455992
1659,752,2025-08-31 18:25:34,2025-08-31 19:15:34,50,"F3,F4,F2",3,11,tablet,Firefox,2025-11-03 12:53:08.455992
1660,836,2025-07-06 05:12:51,2025-07-06 06:09:51,57,"F3,F2,F4,F1",1,5,mobile,Chrome,2025-11-03 12:53:08.455992
1661,401,2025-09-20 03:09:30,2025-09-20 04:23:30,74,"F3,F5",3,7,tablet,Firefox,2025-11-03 12:53:08.455992
1662,343,2025-05-05 17:50:24,2025-05-05 19:08:24,78,"F5,F3,F4,F2",4,20,tablet,Chrome,2025-11-03 12:53:08.455992
1663,231,2025-09-08 17:42:00,2025-09-08 18:56:00,74,F4,2,2,tablet,Firefox,2025-11-03 12:53:08.455992
1664,276,2025-08-03 13:18:05,2025-08-03 14:16:05,58,"F2,F5,F3,F4",1,4,tablet,Safari,2025-11-03 12:53:08.455992
1665,25,2025-07-09 09:53:01,2025-07-09 10:39:01,46,"F1,F2,F3,F4",5,5,tablet,Chrome,2025-11-03 12:53:08.455992
1666,794,2025-08-01 04:49:44,2025-08-01 05:43:44,54,"F1,F5,F2,F3",1,8,tablet,Safari,2025-11-03 12:53:08.455992
1667,22,2025-09-11 17:40:14,2025-09-11 18:48:14,68,F1,4,3,desktop,Edge,2025-11-03 12:53:08.455992
1668,203,2025-05-15 12:47:38,2025-05-15 13:48:38,61,"F4,F2",4,9,tablet,Chrome,2025-11-03 12:53:08.455992
1669,851,2025-06-20 02:55:40,2025-06-20 03:02:40,7,"F5,F2,F4",0,9,desktop,Firefox,2025-11-03 12:53:08.455992
1670,716,2025-05-09 10:54:28,2025-05-09 11:11:28,17,"F2,F4,F3,F1",2,3,desktop,Firefox,2025-11-03 12:53:08.455992
1671,372,2025-06-24 09:51:39,2025-06-24 10:17:39,26,"F1,F3,F4",5,13,tablet,Firefox,2025-11-03 12:53:08.455992
1672,310,2025-05-30 21:31:03,2025-05-30 22:53:03,82,"F4,F2,F1,F3",2,13,mobile,Firefox,2025-11-03 12:53:08.455992
1673,767,2025-10-08 00:36:28,2025-10-08 01:47:28,71,"F3,F2,F5",5,12,desktop,Chrome,2025-11-03 12:53:08.455992
1674,161,2025-06-26 14:43:40,2025-06-26 15:19:40,36,"F3,F1,F5",5,4,mobile,Edge,2025-11-03 12:53:08.455992
1675,698,2025-06-09 10:10:32,2025-06-09 11:38:32,88,F1,0,13,tablet,Safari,2025-11-03 12:53:08.455992
1676,787,2025-08-08 11:06:16,2025-08-08 11:37:16,31,"F4,F3,F5",3,14,tablet,Firefox,2025-11-03 12:53:08.455992
1677,344,2025-06-09 09:59:43,2025-06-09 10:37:43,38,"F5,F1,F4,F3",5,4,mobile,Firefox,2025-11-03 12:53:08.455992
1678,68,2025-09-12 01:32:44,2025-09-12 02:34:44,62,F4,2,7,tablet,Firefox,2025-11-03 12:53:08.455992
1679,42,2025-10-01 11:59:59,2025-10-01 12:32:59,33,F4,4,9,tablet,Edge,2025-11-03 12:53:08.455992
1680,447,2025-09-08 21:08:24,2025-09-08 21:42:24,34,"F2,F1,F3",2,15,tablet,Firefox,2025-11-03 12:53:08.455992
1681,913,2025-10-29 06:31:13,2025-10-29 07:00:13,29,"F5,F3",3,13,mobile,Firefox,2025-11-03 12:53:08.455992
1682,115,2025-06-04 22:17:42,2025-06-04 22:30:42,13,F1,4,3,mobile,Safari,2025-11-03 12:53:08.455992
1683,938,2025-06-20 23:59:16,2025-06-21 00:37:16,38,"F5,F3",5,17,mobile,Chrome,2025-11-03 12:53:08.455992
1684,647,2025-08-16 01:36:00,2025-08-16 02:16:00,40,"F3,F5,F2",1,15,desktop,Firefox,2025-11-03 12:53:08.455992
1685,165,2025-05-29 08:19:49,2025-05-29 08:53:49,34,"F2,F5,F1,F3",0,14,desktop,Edge,2025-11-03 12:53:08.455992
1686,509,2025-06-07 15:00:30,2025-06-07 15:33:30,33,F1,3,20,mobile,Edge,2025-11-03 12:53:08.455992
1687,261,2025-09-07 03:12:56,2025-09-07 03:34:56,22,"F5,F2",0,2,tablet,Edge,2025-11-03 12:53:08.455992
1688,484,2025-06-27 17:01:49,2025-06-27 17:16:49,15,"F1,F3,F4",4,4,desktop,Edge,2025-11-03 12:53:08.455992
1689,965,2025-10-04 02:30:51,2025-10-04 03:43:51,73,"F4,F5,F3,F1",4,7,mobile,Safari,2025-11-03 12:53:08.455992
1690,444,2025-07-21 22:38:57,2025-07-21 23:40:57,62,"F2,F1,F3,F4",5,9,mobile,Chrome,2025-11-03 12:53:08.455992
1691,666,2025-08-19 05:53:57,2025-08-19 06:31:57,38,"F3,F5,F1,F4",5,3,desktop,Edge,2025-11-03 12:53:08.455992
1692,589,2025-08-05 03:19:41,2025-08-05 03:29:41,10,"F5,F1,F4",5,4,tablet,Chrome,2025-11-03 12:53:08.455992
1693,575,2025-05-15 22:42:10,2025-05-15 23:18:10,36,"F1,F4,F2",2,16,desktop,Firefox,2025-11-03 12:53:08.455992
1694,490,2025-07-18 03:08:26,2025-07-18 04:33:26,85,"F1,F3",1,7,desktop,Firefox,2025-11-03 12:53:08.455992
1695,556,2025-08-22 09:30:08,2025-08-22 09:44:08,14,"F3,F5",3,2,desktop,Safari,2025-11-03 12:53:08.455992
1696,145,2025-07-25 10:51:41,2025-07-25 11:06:41,15,F4,3,18,mobile,Chrome,2025-11-03 12:53:08.455992
1697,213,2025-06-24 10:26:37,2025-06-24 10:56:37,30,"F5,F3,F1,F4",0,17,mobile,Firefox,2025-11-03 12:53:08.455992
1698,385,2025-10-03 17:33:54,2025-10-03 17:53:54,20,"F4,F2",5,6,tablet,Safari,2025-11-03 12:53:08.455992
1699,229,2025-09-16 18:41:36,2025-09-16 19:36:36,55,F5,4,5,desktop,Safari,2025-11-03 12:53:08.455992
1700,539,2025-09-10 06:56:21,2025-09-10 07:18:21,22,F3,3,11,mobile,Chrome,2025-11-03 12:53:08.455992
1701,691,2025-07-07 03:15:27,2025-07-07 04:09:27,54,"F1,F5,F2,F4",5,15,tablet,Chrome,2025-11-03 12:53:08.455992
